电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,
闪电十一人 第一季 日语,1370000,34000,69000,2010,2239,运动少儿,9.7,417,已完结, 全26话,2,140,简介：雷门中学的足球部是一个仅有7名部员的弱小队伍。社团活动室内聚集了一批拥有各自爱好，度过糜烂每一日的部员。热血足球少年的队长·円堂守激励部员们 为了明天的比赛练习吧！。其中居然有强队帝国学园那里发来的比赛邀请。但是要比赛的话还缺少4人。而且如果不参赛的话将会关系到足球部的存活。所以无论如何为了要实现与帝国学园的比赛，円堂开始致力于一个人练习。某一天，円堂与拥有必杀射门技“火焰龙卷风”的“传说中的前锋”豪炎寺修也相遇了。,
记忆U盘,3241000,33000,124000,8979,9752,科幻校园漫画改,7.8,772,已完结, 全15话,14,363,简介：改编自超人气漫画《自来水之污》中《记忆U盘》篇章。公元2035年，抑郁症的爆发，引发了记忆移植技术的诞生。记忆移植分知识性、体验性、情感性、人格性四个层次。最高层次的记忆移植，可以让一个人在另一个人身上重生。,
Fate/kaleid liner 魔法少女☆伊莉雅：雪下的誓言,6421000,109000,2269000,54000,44000,热血奇幻战斗魔法,9.6,7117,已完结, 全1话,33,1802,简介：“我想我可以说出来了。我与美游的……至今为止的故事”世界向着毁灭前进。能够阻止毁灭的步伐的，唯有身为“圣杯”的美游的牺牲而已。“要选择世界，还是美游——。”伊莉雅给出的答案是，“拯救双方”这种单纯的“任性”。战斗迎来暂时的休止，在众人团聚的途中，士郎开始讲述自己与美游的过去。曾经能够无差别地实现任何愿望的神稚儿美游。士郎将无家可归的她带回了自己与切嗣一同生活过的家里。但，这样的日常却突然迎来了结束。造访美游老家的两人。在他们的面前，将美游当成“奇迹”地追求的朱利安出现了——。美游与士郎、爱因兹华斯的...,
走进肯德基 ：十亿美元鸡肉店,753000,7584,43000,1071,1179,美食社会,暂无评分,评分人数不足,已完结, 全3集,0,27,简介：每年估值40亿英镑，快餐行业有着巨大的商机同时又竞争激烈。有着被享誉全球但是严格保密的炸鸡配方，肯德基是其中让大众意见不一的品牌之一。爱它或是恨它，现象背后的真相鲜为人知。现在肯德基将第一次打开它的大门，在本系列纪录片中和盘托出，独家披露。发展紧凑的系列将带领观众进入公司的核心，同时走进它的忠诚或不忠诚的客户的内心，这个系列同时还将揭露我们对炸鸡和炸薯条上瘾的原因。肯德基之内 十亿美元的鸡肉店 深入肯德基品牌背后，从会议室到厨房，揭露我们自以为知道的公司的真。,
美国中心地 第七季,70000,210,6092,1019,1420,人文,暂无评分,评分人数不足,已完结, 全22集,0,0,简介：制片人通过镜头探访了美国当地的农场，探究食品安全问题，环境问题，动物权利，让人们懂得珍惜他们得来不易的食品，汽油和生活必需品。混合声道无国际声。,
戴夫银行,34000,592,2111,242,715,人文,暂无评分,评分人数不足,已完结, 全3集,0,1,简介：在经济极为萧条之际，英国的各大银行纷纷亏损，但银行家们的奖金收入却依然不减，老百姓很难从银行贷款，就在这种情况下，兰开夏郡伯恩利市的百万富翁戴夫·菲什威克想开办一家小银行，为当地的小生意和个人发放贷款，并向储户支付全英国最高的利息。其目的是想推动本地的经济，帮助老百姓过得更好，并藉此机会向全国推广他的银行理念，推动英国银行业的改革。他的美好愿望在金融控制十分严格的英国能够实现吗？他能恢复伯恩利低迷的经济吗？他能超越英国的大银行家们吗？他能引发英国银行的革命风暴吗？三集《戴夫银行》会向你细细道来。,
凸变英雄 AFTERWORDS,1698000,5661,285000,5663,3265,人文社会,9.6,353,已完结, 全1集,4,151,简介：关于一部国创动画的、你所不了解的制作故事。关于一群动画人的、痛并快乐的创作之路。第一部以国创动画为主题的纪录片。这个夏天，带你见证幕后英雄的“凸变”！,
山河社稷图,10028000,63000,289000,27000,35000,搞笑热血奇幻,8.7,1942,已完结, 全20话,35,872,简介：搞了半天，原来我们人类的世界其实不是真实世界，而是古代神祉女娲用法器『山河社稷图』创造出来的幻想世界。于是，在我们所身处的虚拟空间之外，还有一个充满仙术的真实世界。,
霹雳惊涛（普通话免费),4777000,167000,60000,14000,10000,热血战斗神魔布袋戏,暂无评分,评分人数不足,已完结, 全42话,无,无,简介：末日终章，最终圣战，为消灭厄祸之初，一页书完全激发血闇之能，成就近神之威，八歧邪神，百世经纶，无间地狱上的对决，空前霹雳。八歧邪神释放邪气，遍及神州武林，邪染无数苍生，而剑子仙迹、奉天逍遥、青阳子、云徽子等正道栋梁，此时皆受重创，天下之劫，谁能解除？正当邪染之祸如火如荼之际，武林传言，北海雄主握有解除邪染之秘法，一时武林目光所聚，风云尽系寰宇斗奇。乱世天下，武道代有人出，剑凤倚晴天、疏影浮生奇梦人两大奇人，又会如何引领风骚？,
纪录片编辑室·72小时,1646000,21000,42000,12000,15000,社会,8.5,168,已完结, 全53集,0,65,简介：“记录当代人的心灵史，传递平凡生活的力量。” 上海电视台纪实频道《纪录片编辑室》栏目，是全国第一个以纪录片命名的电视纪录片栏目，创办于1993年。自创办以来，始终关注社会大背景下普通人物的情感和命运，形成了独特风格，深受观众喜爱，已经成为市民生活内容的一部分。代表作有：《德兴坊》、《十字街头》、《壮行罗布泊》、《大动迁》、《回到祖先的土地》、《婆婆妈妈》和《房东蒋先生》等，这些为《纪录片编辑室》赢得了广泛的赞誉和一系列国内外的重要奖项。,
脸书囧事,24000,161,1496,51,184,人文,暂无评分,评分人数不足,已完结，共1集,0,1,简介：不论你对脸书是爱是恨，它都是世界上最成功的社交网站。这部名为脸书囧事的纪录片，讲述人们在网络上上传个人信息所引发的意想不到的结果。让我们跟随这部纪录片一起来感受当今巨大的社会变化。,
植物油燃料,15000,22,1230,51,148,社会旅行科技,暂无评分,评分人数不足,已完结，共1集,0,0,简介：几位年轻人驾驶一辆以植物油为燃料的车，穿越美国。在这一行为艺术的背后，是对环境破坏，资源枯竭，消费主义，以及霸权主义的控诉和思考，还有对未来生活方式的探索。,
伊姆斯,44000,71,5798,214,548,人文社会,暂无评分,评分人数不足,已完结，共1集,0,1,简介：伊姆斯夫妇被公认为美国最重要的设计师。他们最有名的设计莫过于20世纪中期推出的胶合板和玻璃纤维家具，除此以外，伊姆斯事务所还推出了让人眼花缭乱的各种其他产品，从二战中为军方研制的救护夹板，到室内设计、多媒体展览、图案、游戏、电影、弯矩等等。,
豪登高铁,32000,41,917,16,151,科技社会,暂无评分,评分人数不足,已完结，共1集,0,2,简介：非洲的豪登高铁是近年来南半球最大的建设项目。这个雄心勃勃的计划，让南非跻身于拥有先进高速的铁路运输系统的领先国家。但不确定的是，豪登高铁能否能解决南非经济腹地的交通问题，因为那里仍是由汽车主宰。,
欧洲最后的战王,346000,4057,24000,957,1575,历史人文,暂无评分,评分人数不足,已完结, 全3集,0,12,简介：1066年，偏安海外的不列颠群岛风云突变，撒克逊人哈罗德刚刚继承了英格兰王位，但是他的统治权却遭到了诺曼底公爵"私生子"威廉与挪威国王"无情者"哈拉尔的质疑，决定英格兰未来数千年命运的战争即将爆发——三国争霸，胜者为王！,
再述历史,69000,32,5926,106,498,历史,暂无评分,评分人数不足,已完结, 全3集,0,0,简介：借助于胶片修复和高清技术，来走进这些海上的悲剧和英雄故事当中，探明船只火灾事故的来龙去脉。,
食在囧途,143000,283,5190,110,324,旅行美食,暂无评分,评分人数不足,已完结, 全10集,0,1,简介：日本东京，霓虹大厦、单轨铁路、高速列车、网络潮流，还有与城市化生产相契合的饮食文化是这座城市给人的第一印象，仿佛这座宛如藤曼般无限伸展的城市就是未来的写照。,
南极故事,58000,522,4829,193,450,自然,暂无评分,评分人数不足,已完结，共1集,0,9,简介：遥远的南极，虽有着严苛的生存环境，却风光旖旎。人类只能依靠破冰船踏上南极大陆，登上风暴肆虐、人迹罕至的南极岛屿。海豹，帝企鹅，海鸟等动物在这大量生存繁衍，在广袤无垠的冰漠中同恶劣的生存环境作斗争。,
从高空看天下 第六季,95000,331,3916,791,417,自然,暂无评分,评分人数不足,已完结, 全14集,0,2,简介：《从高空看天下》透过高解晰度空拍相机带给观众难忘的高空之旅，捕捉大地美景以及全世界绚丽景物，第六季贯穿欧美各国。在法国，从奥拉杜尔村到皮伊洛朗城堡、在爱尔兰，从莫恩山到德弗尼什小岛、在美国，从奥格拉拉草地到斯科茨布拉夫，在苏格兰，从威廉堡到霍伊岛老人石礁、在意大利，从曼图亚到圣莱奥堡垒、在西班牙，从奥勃拉纳山区到圣母玛利亚圣殿、在瑞士，从莱茵瑙修道院到马蹄谷、在冰岛，从雷克雅末克到韦斯特曼纳群岛，以及更多绝世美景都将在节目中呈现。为观众带来足不出户便可观赏世界美景的视觉盛宴。,
轰炸达尔文：尴尬的真相,74000,146,2697,44,262,军事历史,暂无评分,评分人数不足,已完结，共1集,0,1,简介：本片聚焦一件少有人知的轰炸事件。二战期间，除了广为人知的珍珠港事件，还有一件被历史遗忘、被刻意掩盖的袭击事件：轰炸达尔文。达尔文是澳大利亚的一个边陲小镇，却遭受到日军的疯狂轰炸侵略。此次袭击之前，有关部门没有拉响警报器，导致死伤扩大；袭击之后，当局也没有任何力量出来控制局面，任百姓流离失所背井离乡。这个小镇承受了太多的悲痛。但在战争中，总有一些人勇敢地起来反抗，不会开枪不会打仗也依然可抛头颅撒热血，只有保家卫国的宏愿。这是一个民族的精神。战争是悲痛的，后世人更应铭记历史，心望和平。,
战争中的动物,58000,430,1596,107,233,自然动物,暂无评分,评分人数不足,已完结，共1集,0,1,简介：马、狗、鸽子……这些动物在一战中贡献巨大。在那个科技机械还不发达的年代，马、驴、骡是绝佳的运输工具。而狗这样的动物，除了拉起雪橇运输物资伤员，更是陪伴士兵，让他们在可怖的战火中有一点温暖的情感慰藉。不起眼的鸽子，也能跋涉几十公里，在指挥部和前线之间传递重要信息。这些动物在战争中，都能称得上是英雄。然而，除了这些忠诚的伴侣，还有虱子跳蚤老鼠这样的不速之客。它们是战争双方共同的敌人。一战时期肆虐了整个欧洲的西班牙流感，更是夺去了无数人的性命，远比炸弹毒气致命。,
甜甜私房猫 第四季 中配版,7408000,1606,202000,2946,20000,治愈少儿,暂无评分,评分人数不足,已完结, 全25话,0,27,简介：描述一只黑灰斑纹的小猫跟丢母亲又找不到回家的路，在筋疲力尽之际巧遇一个跌倒的小男孩山田洋平和他的妈妈，小猫从此由男孩一家暂时照顾。因男孩家住在禁止饲养宠物的公寓，一家人还得费尽心机不让邻居发现小猫的存在，只是偏偏一直找不到新的饲主又和小猫日久生情。在经历某些事情之后，小猫也成为了家庭中的一员，最终一家人搬到允许饲养宠物的新公寓展开全新的生活。,
