电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,
姑苏一怪,78000,777,2391,210,4243,剧情,暂无评分,评分人数不足,90,0,13,简介：苏州吴中温学派的创始人、闻名遐迩的江湖郎中叶天士，为人豪爽，行侠仗义，医术高明，看病既奇且怪。珠宝商柳逢春，因家财被盗，妻子梁美娘精神终日忧郁。叶天士为她治病并不用药，而是用能引她发笑的方法治好了她的病...,
结婚大作战,1072000,4114,25000,1013,9839,喜剧爱情,9.3,327,89,0,53,简介：居住在曼哈顿的莉芙和艾玛是一对情同手足、从小一起长大的好姐妹。童年的某天，两人在第五大道的假日大酒店目睹了一场梦幻般的婚礼，从此，在这里举行婚礼的梦想便在她们各自的心中扎下了根。转眼二十多年过去，莉芙成为一名小有成就的律师，艾玛则在一所学校任教，两人也各自收获了美满的爱情…,
我的母亲,35000,12,1557,37,3104,剧情,暂无评分,评分人数不足,106,0,0,简介：玛格丽塔是一位人到中年的导演，随着年岁的增长，她越来越觉得身边的一切都在逐渐脱离她的掌控。玛格丽塔最近正在拍摄一部新片，其中扮演男主角的巴里是一个非常不靠谱的人，他的不受控制给玛格丽塔带来了非常多的麻烦，令她焦头烂额。与此同时，玛格丽塔的母亲的健康情况也每况愈下…,
神秘博士：戴立克的前夜 ,144000,1132,177000,287,1040,悬疑剧情,暂无评分,评分人数不足,已完结, 全1集,1,18,简介：TheThirteenthDoctor(JodieWhittaker)andfriendswillkick-start2022withanaction-packedspectacularepisodeonNewYear’sDay.ThefestivespecialwillfeaturegueststarsAislingBea(ThisWayUp,LivingWithYourself,Quiz),AdjaniSalmon(DreamingWhilstBlack,Enterprice)andPaulineMcLynn(FatherTed,Shameless).Sarah(AislingBea)ownsandrunsELFstorage,andN...,
九号秘事 第六季,4483000,15000,1022000,6418,26000,悬疑,9.8,652,已完结, 全6集,0,80,简介：本剧由英国“鬼才二人组”里斯·谢尔史密斯、史蒂夫·佩姆伯顿自编自演的一部英国黑暗喜剧。该剧以讽刺现实的独立故事为主要内容。,
剑与远征-伊索米亚的那些事儿,2312000,3373,92000,7534,42000,游戏改日常搞笑泡面,9.0,306,已完结, 全12话,5,101,简介：改编自《剑与远征》游戏。《伊索米亚的那些事儿》首度爆笑来袭，讲述英雄们在伊索米亚大陆上发生的奇闻趣事。这里的英雄叽叽歪歪，不太正常！这里的冒险搞怪新奇，不讲武德！这里的生活鸡飞狗跳，绝不无聊！快跟着勇（sha）敢（diao）的英雄们，一起在伊索米亚的大陆上冒险吧！,
西雅图未眠夜,62000,858,4774,264,4102,剧情喜剧爱情,暂无评分,评分人数不足,105,1,18,简介：自从妻子去世后，萨姆就相信自己此生的爱已经走到了尽头，不会再有新的恋情走进心中，他在西雅图和儿子乔纳一起平静的生活。而乔纳，却一直希望爸爸能够开始新的婚姻，重获生活的阳光。抱着这样的想法，乔纳在圣诞夜打电话到电台的情感热线。就这样，萨姆的经历在此夜传遍了各个角落...,
无名三侠客,45000,109,876,43,3215,,暂无评分,评分人数不足,89,0,3,简介：“无名氏”、“氏无名”、“名无氏”本是劫富济贫的武林三兄弟，而三弟却贪图功名利禄投靠了官府。一次，官府假借赈灾之名押运一批寿款，无名二兄弟与镖师杨雄、荷花五妹联手，识破了官府诡计，治服了三弟，将钱款归还民众。无名二兄弟与荷花五妹结为新的无名三侠客。,
爱乐之都,57385000,196000,174000,212000,772000,音乐真人秀,8.2,1113,已完结, 全13集,13,289,简介：东方卫视推出的全产业链音乐剧竞演真人秀，《爱乐之都》邀请32位与音乐剧有着强关联的演员，根据不同的赛段主题进阶，在多元剧目竞演中通过“唱、跳、演”等全能舞台来争夺最终的“爱乐之冠”，最大限度地诠释音乐剧的舞台魅力，吸引更多观众走进剧场，爱上音乐剧。,
格拉汉姆·诺顿秀 第二十八季,991000,393,146000,1030,29000,社会,暂无评分,评分人数不足,已完结, 全27集,0,2,简介：《格拉汉姆诺顿秀》是由爱尔兰喜剧演员格拉汉姆·诺顿主持的一档室内喜剧访谈节目，每集会有三至四位来宾坐在标志性的红沙发上接受访谈。来宾通常由一位较有名气的公众人物、一位喜剧演员和一位著名的音乐人组成。每集时长约30分钟，内容包括宣传近期作品，畅聊生活轶事，音乐现场表演等。,
余健的想法,15000,27,155,56,86,剧情短片,暂无评分,评分人数不足,,0,5,简介：乡下青年余建跟朋友看电影消磨时光，不知为何余建爱上了电影中的女人。他总觉得那个女人似曾相识。一次农村的流水席上，余建竟然遇见了那个女人，且意外发现女人的秘密。在精神病医院治疗的过程中，余建不断回忆，现实和幻想逐渐模糊……,
卧底肥妈,379000,3033,23000,902,8867,喜剧动作犯罪,9.4,187,98,0,39,简介：FBI探员马刚聪明能干，屡破奇案，而他的破案法宝就是他那高超的伪装绝技，无论什么人，他都自信能扮得惟妙惟肖。新的案子摆在了马刚面前，乔治亚州一个银行抢劫犯身怀巨款逃亡了，马刚奉命前往缉拿，唯一的线索就是抢劫犯的女友雪梨。为了接近雪梨，马刚施展他的变身特技…,
浪漫街头,21000,36,336,45,2754,,暂无评分,评分人数不足,102,0,0,简介：1992年9月的一天，面的司机发子开车接下夜班的女友，女友的衣衫不整令发子心生疑虑，他撇下急待解释的女友忿忿下楼。在楼下，巧遇错过班车的大提琴手英子 ，他送完英子发现其传呼机遗忘在自己车上，上面显示要他把呼机送到某地，不料此时一弱智儿童被人撞倒，发子赶忙送孩子去医院…,
英雄劫,132000,236,1608,47,4206,剧情动作,暂无评分,评分人数不足,83,0,2,简介：民国时期京城恶霸姜十七的独子在大街上杀害了苏先生和他的女儿，这一暴行激怒了喝醉酒的赵大满、钱二宝、孙三强和李标，他们一怒之下打死了姜大少，酒醒后才知道闯下大祸...,
是王者啊？,22334000,87000,341000,58000,388000,游戏改日常搞笑治愈,8.4,3497,已完结, 全14话,15,1087,简介：本季故事发生在王者大陆上塞外边关的长城脚下。为了守卫边关和平，每位登场的角色都远离故土，不远万里来到此地。虽然在这片陌生的土地上，他们都是“异乡人”，但共同的信念让他们有了一个共同的名字——长城守卫军。,
热浴盆时光机2,35000,79,1030,49,3425,喜剧,暂无评分,评分人数不足,99,0,1,简介：当卢正沉醉于成为“互联网之父”时，却不幸遭到一名不明身份的袭击者枪击，性命危在旦夕，为了再次拯救他们的朋友，雅各布和尼克再次启动了时间机器——热浴盆时光机。,
我身体里有棵玉米,206000,285,3488,91,795,剧情短片,暂无评分,评分人数不足,25,0,4,简介：单身妈妈被求婚后，因男友无法接受婚后与其女儿一同生活，拒绝了结婚。与此同时接到外婆电话，被告知女儿生理残疾没有子宫。这时妈妈却发现自己意外怀孕了，但还是决定离开男友回到乡下陪伴自己的女儿。,
血案疑踪,45000,66,999,37,3011,犯罪,暂无评分,评分人数不足,92,0,0,简介：深秋时节，中原某城市。“茂元记”店铺火光冲天，消防车和警车呼啸而至，经足迹专家祁凡侦察发现，会计小楚与打更人倒在血泊之中。“茂元记”党委书记肖诚向警方提供小楚曾遭恫吓的线索，祁凡则根据现场遗留女鞋分析出案犯腿瘸的特征。公安局收审了毒打小楚男友陈华的歹徒，而主犯潘建国闻讯潜逃…,
NINE:九回时间旅行,4054000,24000,30000,3561,9817,奇幻悬疑,暂无评分,评分人数不足,已完结, 全20集,1,84,简介：《Nine：九次时间旅行》投入了59亿韩元制作成本，是有线频道历史上超大规模的电视剧。38岁的朴善宇（李真旭饰）是一个在CBM电视台有着12年资历的成功记者。并凭借其判断力和领导力揭发许多爆炸性事件，迅速晋升到每晚12点新闻主播的位置。总是头痛的他，去医院作了精密检查后发现自己身怀绝症，命不久矣。除了母亲，让善宇最放心不下的是同为CBM电视台的记者——朱敏英（赵允熙饰）。性格率真的敏英从第一天工作开始，就在善宇带领的小组里学习。虽然常常因为过失被善宇责骂，但对善宇的无比崇拜和好感还是让她在他身边像跟班一样渡过了五年。...,
疾风劲射第一季,247000,417,2466,574,5253,热血搞笑校园运动,暂无评分,评分人数不足,已完结, 全26话,2,37,简介：《疾风劲射》是一个顽劣少年的足球励志成长传奇故事。影片讲述季峰、晏凌等足球少年进入炎虎足校追逐足球梦想的故事。在每一场比赛都融入足球的主题、足球的精神、足球的细节，如快乐足球、信任队友、自我救赎、愤怒与克制等等，以足球为宣传载体，凝聚中国力量、弘扬中国精神、展望中国梦想，是凝聚中国体育精神最好的载体，是贯彻落实习总书记关于关于“中国梦、足球梦、体育强国梦”指示最有力的宣传武器之一。,
斗破苍穹之大主宰 动态漫 第四季,743000,601,34000,726,3263,热血动态漫励志玄幻,暂无评分,评分人数不足,连载中, 每周六20:00点更新,0,7,简介：少年牧尘，资质卓绝，出生于北灵境九大域之一牧域。其父为牧域域主，其母身份神秘，在牧尘年幼时被迫离开，他立下誓言，要找回母亲。他凭借天赋被审判之镜选中进入竞技历练，在历练时救了陷入困境的少女洛璃，两人产生了懵懂的感情，相约以后一起进入北苍灵院。 作为北灵境独个能进入竞技的人，却在一年后因别人算计被诬陷为“灵路血祸”的凶手而被逐出比赛。不屈的牧尘机缘巧合下遇到九幽雀，获得神功。通过刻苦训练，参加学院面向牧域的海选，突破至尊境界并取得冠军，得以进入北苍灵院学习。 为了救母亲，牧尘要变得更强，他与九幽雀为了寻...,
鲨滩,315000,2481,7116,290,7204,惊悚冒险,9.1,196,87,0,66,简介：为了纪念早逝的母亲，南希来到了那片对于母亲来说有着别样意义的沙滩，准备在此进行一场冲浪运动。幽静的环境，清澈的海水，温暖的阳光，活跃的水鸟，南希深深觉得这里是上帝赐予她和母亲的福地。在冲浪途中，南希意外发现了一头遭到鲨鱼攻击而不幸死亡的鲸鱼尸体，这不祥的一幕预示了她即将要面对的可怕经历…,
瑞奇宝宝 第一季 中文配音,5945000,176,6732,1761,2686,少儿,暂无评分,评分人数不足,已完结, 全52话,0,3,简介：《瑞奇宝宝》中的故事主要发生在卧室、书房、操场等孩子们熟悉的场景中，情节简单真实，以孩子已经认识的食物、游戏、睡眠及其他日常行为作为基础，将关于情绪、社交、运动和艺术等知识巧妙融入到剧情中，让孩子能够在玩乐中不自觉的吸收到很多知识。在每一集的动画片中，瑞奇宝宝们都会遇到一些不同的新挑战。在旁白妈妈的陪伴和引导下，他们一起学习、思考和探索，一起解决问题并获得进步。随着故事的推动和发展，孩子们将和瑞奇宝宝一起学会基础认知，学会如何与他人相处，如何建立、维护友谊……,
过年的画,37000,38,1182,200,3335,历史人文,暂无评分,评分人数不足,已完结, 全5集,0,1,简介：五集人文纪录片《过年的画》，让古老的年画讲述了，一个名镇、一座名城和一群守望者，感人至深的故事；过年的画里，弥漫着老城味道，流淌着情思乡愁；过年的画里，有着深厚的传统文化，有着鲜活的生命故事。,
